Sentence	B	W	A	H	Abs
Milwaukee was playing without Ersan Ilyasova ( concussion ) and Larry Sanders ( illness ) , leaving them inadequately supplied to deal with the strength and skill of Al Horford and Paul Millsap .	0	1	0	0	
The Hawks shot a putrid 37 percent from the field but were able to secure the win by holding the Bucks to an unremarkable 39 percent shooting from the field and by getting 32 easy points on 19 turnovers by the Bucks .	1	1	0	0	
Jeff Teague paced the team with a game - high 25 points in 37 minutes , indicating that he is probably over his hamstring injury .	1	1	0	0	
They gave up most of their lead in the second quarter but had enough to hang on for the win .	0	1	0	0	
Atlanta jumped out to a 21 - 10 lead after the first quarter .	0	1	0	0	
Playing on the second night of a home - and - home back - to - back between these two teams , the Hawks came into Saturday 's game looking for revenge after they took a beating at the hands of the Bucks 107 - 77 on Friday , and they got their revenge .	0	1	1	0	
The Atlanta Hawks ( 22 - 8 ) defeated the Milwaukee Bucks ( 15 - 16 ) 90 - 85 on Saturday .	1	1	0	0	
They 'll go on the road to face the Atlanta Hawks on Friday .	0	0	1	0	
Despite dropping a few games recently , the Bucks have stayed competitive every night .	0	0	1	0	
Ersan Ilyasova ( concussion ) returned from nine - game absence , putting up four points and four rebounds in 16 minutes off the bench .	1	0	1	0	
Brandon Knight tried his best to keep the Bucks in a position to win , putting up a game - high 34 points in 34 minutes .	1	1	0	0	
Milwaukee has dropped two straight and three of their last four games as they struggle to try and fill the hole of Jabari Parker ( knee ) being out for the rest of the season .	0	0	1	0	
Charlotte will go on the road to face the Oklahoma_City Thunder on Friday .	0	0	1	0	
Kemba Walker led with the way Tuesday , putting up a team - high 27 points in 36 minutes .	1	1	0	0	
Stephenson has missed the last four games , coinciding with the Hornets ' resurgence , and while they have no doubt played remarkably better of late , putting all the blame on one player is misleading .	0	0	1	0	
Charlotte has won four straight games , and while the wins have come during an easy part of their schedule ( Sixers , Jazz , Nuggets , Bucks ) , the talking heads have tried to fit the narrative of Lance Stephenson ( groin ) sitting out as the reason for the Hornets ' success .	0	0	1	0	
The Charlotte Hornets ( 10 - 19 ) defeated the Milwaukee Bucks ( 14 - 15 ) 108 - 101 on Tuesday .	1	1	0	0	
They 'll look to end the protraction of their losing streak when they host the Detroit Pistons on Monday .	0	0	1	0	
Matt Barnes scored a game - high 26 points , and Chris Paul turned the ball over six times in what was an all - around obtuse game for the Clippers .	1	1	0	0	
Chris Douglas-Roberts returned from a 17 - game absence with an Achilles injury to play six minutes off the bench .	0	0	1	0	
Confronted with more top - level teams , the Clippers have buckled , and with Spencer Hawes ( knee ) sitting out Saturday , they lacked depth in the frontcourt , putting an even greater onus on their starting lineup .	0	1	1	0	
Prior to their most recent losses , the Clippers went on a nine - game win streak in what will probably prove to be the easiest stretch of their schedule this season .	0	0	1	0	
Los_Angeles has dropped two straight games .	0	0	1	0	
The Bucks have been wading through a tough stretch of their schedule that will continue as they embark on a four - game Western_Conference road trip Monday against the Phoenix Suns .	0	0	1	0	
Brandon Knight scored a team - high 22 points , and the Bucks had six players finish in double figures .	1	1	0	0	
The Bucks shot 57 percent from the field and 64 percent from beyond the arc , dissecting the Clippers ' defense quite masterfully .	1	1	0	0	
Milwaukee capped their two - game losing streak with the win .	0	0	1	0	
The Milwaukee Bucks ( 12 - 12 ) defeated the Los_Angeles Clippers ( 16 - 7 ) 111 - 106 on Saturday .	1	1	0	0	
Miami travels to Memphis to take on the Grizzlies on Sunday .	0	0	1	0	
Next up , the Bucks play host to the Mavericks on Saturday in the second meeting in four days between the two teams .	0	0	1	0	
James Ennis led the bench with seven points in 24 minutes .	1	1	0	0	
Mario Chalmers had nine points , six assists and six steals , while Danny Granger finished with seven points and five fouls .	1	0	0	0	
They didn ’ t receive much help , though , as no other Heat player scored in double - figures .	0	1	0	0	
Miami got solid performances from its two stars , as Chris Bosh ( 21 points ) and Dwyane Wade ( 28 ) combined for 49 points , nine assists and nine boards .	1	1	0	0	
Milwaukee shot nearly 57 percent from the field and knocked down 9 - of - 16 three - point attempts .	1	0	0	0	
Jabari Parker , Giannis Antetokounmpo ( 8 - 11 FT ) , and Khris Middleton each finished with 14 points .	0	1	0	0	
Brandon Knight had 13 points , five rebounds and three assists , while Jerryd Bayless added 12 points off the bench .	1	0	0	0	
The Bucks were led by an unlikely face in Kendall Marshall , who scored a season - high 20 points ( 7 - 8 FG , 4 - 5 3Pt ) in 24 minutes .	1	1	1	0	
The lead grew to eight at the end of the third quarter , and the Bucks blew the game open in the final period , outscoring Miami by 15 in the fourth .	0	1	0	0	
Milwaukee fell behind early but clawed back into the game in the second quarter and held a four - point advantage at half .	0	1	0	0	
It was the second victory over Miami for the Bucks this season after emerging victorious in Miami 91 - 84 on Nov. 16 .	0	0	1	0	
The Bucks ( 10 - 10 ) handled the Heat ( 9 - 9 ) 109 - 85 on Friday night in Milwaukee .	1	1	0	0	
The Bucks have been up and down all year , as is evident from their 10 - 10 record .	0	0	1	0	
Khris Middleton led the bench with 30 minutes played , and produced nicely , adding 21 points ( 8 - 13 FG , 1 - 1 3Pt , 4 - 6 FT ) to go with eight rebounds , three steals and one block .	1	1	0	0	
Milwaukee got an impressive 25 points from Brandon Knight ( 8 - 16 FG , 2 - 5 3Pt , 7 - 7 FT ) , who also put up six rebounds , five assists and four steals .	1	0	0	0	
While the Bucks out - shot the Mavericks , hitting 52 percent from the field and 64 percent from behind the three - point line , it still was n't enough .	1	1	0	0	
The Bucks just could n't do enough to knock off the Mavericks on this night , as only three players scored in double figures .	0	1	0	0	
To make the win even more impressive , the Mavs decided to rest Dirk Nowitzki on Wednesday .	0	1	0	0	
Tyson Chandler scored 18 points ( 8 - 11 FG , 2 - 6 FT ) to go with 20 rebounds .	1	0	0	0	
Ellis has been on fire lately , but he got plenty of help on Wednesday , as six players scored in double figures .	0	1	1	0	
No bucket was bigger than his fadeaway game - winner though .	0	0	1	0	
After a double - overtime thriller against the Chicago Bulls on Tuesday where Ellis scored 38 points , he led the team in scoring 23 points ( 11 - 26 FG , 0 - 3 3Pt , 1 - 1 FT ) to go with seven assists and three steals .	1	1	1	0	
It was Monta Ellis once again who led the way for the Mavericks .	0	1	1	0	
The Dallas Mavericks ( 15 - 5 ) went on the road and knocked off the Milwaukee Bucks ( 10 - 10 ) 107 - 105 on Wednesday night at the BMO_Harris_Bradley_Center .	1	1	1	0	
The Bucks ' next game will be on the road against the Minnesota Timberwolves on Wednesday , while the Pistons will be at home against the Los_Angeles Clippers on Wednesday .	0	0	1	0	
The Pistons ' bench struggled to offer any help , as they had only 20 of the 86 total points .	0	1	0	0	
He shot 4 - for - 11 from the field and 1 - for - 1 from the three - point line to score 11 points , while handing out seven assists .	1	0	0	0	
Augustin was the starter at point guard .	1	0	0	0	
With Brandon Jennings sitting out , D.J .	0	0	0	1	
Greg Monroe came two rebounds shy of his own double - double , and he finished the game with 15 points and eight rebounds .	1	1	0	0	
He has now recorded 10 or more rebounds in an impressive 11 of 14 games this season .	0	0	1	0	
Despite the loss , the Pistons were led by a double - double from center Andre Drummond who scored 23 points and grabbed 10 rebounds in 32 minutes .	1	1	0	0	
The Bucks have been a surprise this season and will look to continue with their momentum .	0	0	1	0	
Sanders had 12 points and nine rebounds , while Parker had 14 points and nine rebounds .	1	0	0	0	
Larry Sanders and Jabari Parker both played well in the victory and were big reasons for the rebound advantage .	0	1	0	0	
He 's averaging only 11 points on the year , so the promotion into the starting lineup may have provided him some extra motivation .	0	1	1	0	
He capitalized on his opportunity as he shot 5 - for - 10 from the field and 3 - for - 4 from the three - point line to score 17 points .	1	1	0	0	
Mayo was in the starting lineup at shooting guard for the first time this season .	0	1	1	0	
O.J .	0	0	0	1	
He 's now combined for 47 points in the last two games , as he has found his shooting stroke as of late .	0	0	1	0	
The Bucks were led by Brandon Knight , who despite being questionable to play with a quad injury , took the court and recorded 20 points ( 7 - 12 FG , 3 - 5 3Pt , 3 - 4 FT ) and eight assists .	1	1	0	0	
They also out - rebounded the Pistons 50 - 36 , giving them even more of an advantage .	1	1	0	0	
The Bucks were able to out - score the Pistons 30 - 19 in the third quarter , setting themselves up for the victory .	0	1	0	0	
The Pistons continued with their season struggles against the Bucks on Tuesday , as they suffered their fifth loss in a row and now sit at the bottom of the Eastern_Conference , above only the lowly Philadelphia 76ers .	0	1	1	0	
The Milwaukee Bucks ( 8 - 7 ) defeated the Detroit Pistons ( 3 - 11 ) 98 - 86 on Tuesday at the BMO_Harris_Bradley_Center in Milwaukee .	1	1	0	0	
Up next , the Bucks play host the Pistons on Tuesday , while the Wizards host the Hawks , also on Tuesday .	0	0	1	0	
Milwaukee was out - rebounded 53 - 36 overall and 20 - 8 on the offensive glass .	0	1	0	0	
Jabari Parker had just six points on 3 - of - 11 shooting .	1	0	0	0	
Giannis Antetokounmpo scored a career - high 20 points ( 8 - 8 FT ) in 35 minutes , and Ersan Ilyasova added 13 points off the bench .	1	0	1	0	
Brandon Knight led all scorers with 27 points to go with six assists and five rebounds .	1	1	0	0	
The Bucks , who jumped out to a seven - point first quarter lead , were unable to translate that success to the second half , putting up only 17 points in the third period as the Wizards began to pull away .	0	1	0	0	
Bradley Beal added 17 points off the bench , and Kris Humphries had 12 points and nine rebounds in 20 minutes .	1	0	0	0	
Marcin Gortat added 10 points and 12 rebounds , and John Wall finished with 19 points and nine assists .	1	0	0	0	
Paul Pierce led the way with 25 points and 10 rebounds before fouling out after 28 minutes of play .	1	1	0	0	
The Wizards committed 12 turnovers in the first half but finished with only 14 , while registering 24 assists on 43 field goals .	0	1	0	0	
Washington , which prevailed 108 - 87 on Nov. 1 , used a strong second half to overcome early turnovers and extend their winning streak to two games after beating the Cavaliers on Friday .	0	1	1	0	
The Wizards ( 9 - 3 ) defeated the Bucks ( 7 - 7 ) 111 - 100 on Saturday night for the second time this season .	1	1	0	0	
