Sentence	B	W	A	H	Abs
Wilson Chandler was n't far behind , tallying 21 points , eight rebounds and four assists .	1	1	0	0	PROPN-PERSON PROPN-GPE ADJ-CARDINAL SCONJ-CARDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Russell Westbrook scored 30 points and dished 10 assists for his second consecutive double - double to complete the Oklahoma city one - two punch .	1	0	1	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
He recorded a double - double , as he had 14 points and 14 rebounds .	1	1	0	0	PROPN-DATE PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-ORG DET-DATE NOUN-DATE PROPN-GPE X-CARDINAL_COMPARISON PUNCT-.
The Dallas Mavericks ( 14 - 5 ) defeated the Chicago Bulls ( 11 - 7 ) 132 - 129 in a double overtime thriller at the United_Center on Tuesday .	1	1	0	0	PROPN-PERSON PROPN-ORG PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
The Knicks were mathematically eliminated from the playoffs with the loss .	0	1	1	0	PROPN-PERSON ADV-CARDINAL NOUN-CARDINAL NUM-CARDINAL PUNCT-.
Hassan Whiteside , the NBA ’ s leader in blocks , was unable to register a stat in that category , but still added nine points and 11 rebounds in 28 minutes .	1	0	1	0	PROPN-ORG DET-ORG PROPN-ORG DET-TIME NOUN-TIME ADV-CARDINAL NUM-CARDINAL PUNCT-.
He went 13 - for - 17 from the field to accumulate 28 points , five rebounds , two assists and three blocks in the win .	1	1	0	0	PROPN-GPE NUM-CARDINAL PROPN-PERSON PROPN-GPE ADJ-ORDINAL PUNCT-.
D'Angelo Russell notably turned in one of his worst efforts as a starter , posting only four points , two rebounds , two assists and a steal over 22 minutes .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Donatas Motiejunas got dialed in with his shot , going 7 - for - 11 from the field and 3 - for - 4 from the three - point line to score 18 points , while adding nine rebounds .	1	1	0	0	PROPN-GPE PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Darren Collison came within an assist of his own double - double , posting 15 points , nine assists and two steals .	1	1	0	0	PROPN-GPE X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON DET-DATE ADJ-DATE NOUN-DATE PROPN-ORG X-CARDINAL_COMPARISON ADJ-ORDINAL PUNCT-.
Parker followed up with 20 points , while Malcolm Brogdon tallied 11 points , four rebounds and four assists , in his first NBA start .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Kent Bazemore , already a solid contributor in rebounds and assists , turned his scoring up several notches , collecting 26 points on the night along with four assists and three rebounds .	1	1	0	0	PROPN-GPE PROPN-DATE PROPN-GPE NUM-CARDINAL PUNCT-.
The rookie center tallied 20 points , 13 rebounds , a block and a steal in the loss to the Pelicans .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
New additions to both the Portland Trail_Blazers and Los_Angeles Clippers saw a solid chunk of minutes in Thursday 's matchup .	0	1	0	0	PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE NOUN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
DeAndre Jordan was solid as well , as he tallied 14 points and 13 rebounds , in 27 minutes .	1	1	0	0	PROPN-DATE PROPN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE NOUN-ORG DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
The Clippers will visit the Timberwolves on Saturday , while the Thunder will host the Magic on Sunday .	0	0	1	0	PROPN-ORG NUM-TIME PUNCT-TIME ADP-TIME PUNCT-TIME PROPN-PERSON NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Houston entered the game fighting for a playoff spot and reeling after a heartbreaking , last - minute 89 - 87 loss on Wednesday to the Jazz .	1	1	1	0	PROPN-GPE X-CARDINAL_COMPARISON DET-LOC PROPN-LOC DET-FAC PROPN-FAC NUM-PERCENT NOUN-PERCENT NOUN-TIME PUNCT-.
The rather unusual move worked , as Felton hauled in 12 rebounds in addition to contributing nine points , helping to lead Dallas to a much - needed victory that snapped the Hornets ' seven - game winning streak .	1	1	1	0	NUM-CARDINAL PROPN-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-GPE NUM-76ers X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
Phenom rookie Kristaps Porzingis had one of his worst games of his short career , as he could only provide four points and three rebounds on 2 - for - 8 shooting .	1	0	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE X-CARDINAL_COMPARISON PUNCT-.
The Los_Angeles Lakers came out victorious on the third outing of a seven - game road trip as they defeated the host 76ers in Philadelphia , 100 - 89 , at Wells_Fargo_Center on Friday evening .	1	1	1	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) DET-LAW PROPN-LAW X-CARDINAL_COMPARISON DET-LOC PROPN-LOC X-CARDINAL_COMPARISON ADJ-ORDINAL PUNCT-.
The Bucks led by as many as 29 in the fourth .	0	1	0	0	X-CARDINAL_COMPARISON DET-FAC PROPN-FAC X-CARDINAL_COMPARISON PROPN-DATE NOUN-CARDINAL PUNCT-.
Portland came into this game allowing a league - worst 113 points against per game but stepped up their defense by holding the Pelicans who had scored an average of 116 points in their last four games , to 104 points .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-ORG PROPN-PERSON NUM-CARDINAL PUNCT-.
Towns sank a late three to bring the game within two but the Blazers had the answer .	0	1	0	0	NUM-CARDINAL PROPN-ORG PUNCT-.
Walker added five rebounds , four assists and a steal to his co - leading point total , while Batum 's performance was a triple - double that also consisted of 11 rebounds , 10 assists , a steal and a block .	1	1	0	0	PROPN-GPE NUM-CARDINAL PROPN-NORP NUM-CARDINAL PROPN-NORP NUM-CARDINAL PUNCT-.
The New_Orleans Pelicans ( 17 - 16 ) defeated the Houston Rockets ( 24 - 10 ) 111 - 83 on Friday at the Smoothie_King_Center in New_Orleans .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE X-CARDINAL_COMPARISON ADV-CARDINAL ADJ-CARDINAL SCONJ-CARDINAL NUM-CARDINAL PUNCT-.
The Magic lost their second straight game , but fought hard to the finish , and nearly pulled the upset .	0	1	1	0	PROPN-ORG ADJ-ORDINAL NUM-CARDINAL PROPN-ORG PROPN-GPE X-CARDINAL_COMPARISON NOUN-CARDINAL PROPN-DATE NOUN-TIME PUNCT-.
The Indiana Pacers ( 42 - 36 ) have nearly secured playoff berth after dismantling the Cleveland Cavaliers ( 56 - 23 ) on Wednesday , 123 - 109 .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-NORP PROPN-PERSON PROPN-PRODUCT PROPN-PERSON PROPN-NORP PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON PUNCT-.
In a battle of two of the NBA 's worst teams , the Los_Angeles Lakers ( 18 - 50 ) defeated the Philadelphia 76ers ( 17 - 53 ) 101 - 87 on Sunday in Los_Angeles .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-GPE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE NUM-CARDINAL PUNCT-.
Portland ( 12 - 12 ) were fortunate to hang around as long as they did in this game , as their 30 percent night was the worst of the season .	1	1	1	0	PROPN-GPE ADJ-TIME PUNCT-TIME NOUN-TIME X-CARDINAL_COMPARISON PROPN-DATE NOUN-WORK_OF_ART PUNCT-.
As a team , the Nuggets shot 7 - of - 27 from downtown , led by Randy Foye ’ s 4 - of - 11 performance .	1	1	0	0	PROPN-ORG PROPN-GPE PROPN-DATE PROPN-ORG PROPN-DATE PUNCT-.
Both teams play on Friday , as the Bulls will visit the Denver Nuggets ( 19 - 31 ) and the Kings will visit the Brooklyn Nets ( 12 - 38 ) .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Cavs will host the Dallas Mavericks ( 34 - 33 ) on Wednesday , while the Jazz welcome the Phoenix Suns ( 17 - 49 ) on Thursday .	0	0	1	0	PROPN-GPE PROPN-NORP NOUN-TIME PROPN-DATE PUNCT-.
DeMar DeRozan was n't far behind , finishing with 24 points and five rebounds on 9 - of - 25 shooting .	1	1	0	0	NUM-CARDINAL PROPN-NORP PUNCT-.
Toronto went through a rough patch early in January , but they 've collected five straight wins to help right the ship .	0	1	1	0	PROPN-PERSON NUM-CARDINAL DET-TIME NOUN-TIME NUM-CARDINAL PUNCT-.
Aaron Gordon tied the team lead in scoring , amassing 15 points and 10 rebounds .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON PROPN-ORG PUNCT-.
Meanwhile , the Timberwolves ( 11 - 26 ) completely fell apart , as they went scoreless in the final 4:40 of the fourth quarter , leading to their fourth straight loss .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Dallas saw Dirk Nowitzki lead the way in only his second game back from an eight - game absence due to an Achilles injury , as he registered 15 points , six rebounds and three assists .	1	1	1	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
On the other side , DeMarcus Cousins had a great all - around game in his debut with New_Orleans , scoring 27 points , 14 rebounds , five assists , five steals and four blocks in 35 minutes .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADV-CARDINAL NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Utah got a 23 - point effort from Trey Burke off the bench as it notched its second straight victory .	1	0	1	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
The Bucks just could n't do enough to knock off the Mavericks on this night , as only three players scored in double figures .	0	1	0	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Westbrook took nearly half of the teams ' total shot attempts in this one , recording a ridiculous 43 field goal attempts , while converting on 21 of them .	1	1	0	0	PROPN-ORG PUNCT-.
Julius Randle was the only starter with a respectable line for the Lakers , as he tallied nine points , six rebounds and four assists on 4 - of - 4 shooting .	1	1	0	0	DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
Both teams play on Friday , as the Jazz will host the Washington Wizards ( 29 - 34 ) , and the Warriors face one of the six teams that have beat them this season , the Portland Trail_Blazers ( 34 - 31 ) .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Jamal Murray was the only Denver player with more than 11 points , as he dropped 20 points on 8 - of - 12 shooting off the bench .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-ORG ADJ-ORDINAL PROPN-GPE NUM-CARDINAL PUNCT-CARDINAL NUM-CARDINAL PUNCT-.
Damjan Rudez had a strong showing in 16 minutes off the bench , scoring 13 points on 4 - 5 shooting , including 3 - 4 from deep , while Grogui Dieng notched a double - double with 10 points and 11 rebounds in 25 minutes , also off the bench .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Devin Booker had a game to forget , amassing just 12 points , one rebound and no assists on 3 - of - 16 shooting .	1	1	0	0	NUM-CARDINAL PROPN-WORK_OF_ART DET-WORK_OF_ART NOUN-ORG NUM-CARDINAL PROPN-ORG PUNCT-.
Rudy Gobert was a presence down low , accumulating 15 points , 20 rebounds and four blocks .	1	1	0	0	DET-WORK_OF_ART PROPN-WORK_OF_ART X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-WORK_OF_ART PROPN-WORK_OF_ART X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PROPN-GPE PROPN-DATE DET-WORK_OF_ART PROPN-WORK_OF_ART X-CARDINAL_COMPARISON SYM-DATE NUM-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) PUNCT-.
Joe Johnson did not score until the third quarter , hitting a three - pointer to give him 919 consecutive games with a field goal , the longest active streak in the league .	0	1	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PUNCT-.
Miles continued his stellar streak of games , putting up 17 points in 35 minutes off the bench .	1	0	1	0	X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-) X-CARDINAL_COMPARISON PROPN-DATE PUNCT-.
Trevor Ariza led the first unit with 20 points , three rebounds , two assists and four steals .	1	1	0	0	NUM-CARDINAL PUNCT-.
The Nets also out - rebounded the Nuggets 57 - 49 , even furthering their advantage and helping them secure an impressive 28 - point victory on the road .	1	1	0	0	PROPN-PERSON ADP-PERCENT NUM-PERCENT NOUN-PERCENT PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
Notching a double - double of his own , Pachulia recorded 14 points ( 6 - 11 FG , 2 - 3 FT ) and 11 rebounds .	1	1	0	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON NUM-CARDINAL PUNCT-.
Rajon Rondo and Dirk Nowitzki led the team in scoring with 14 points each , but the two shot a combined 11 - of - 31 from the field .	1	1	0	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
The Warriors ( 63 - 14 ) grabbed their 11th straight win and had Stephen Curry on fire with 42 points on 15 - of - 22 shooting including nine three pointers .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Tobias Harris was shifted to the bench for this game and had his best performance of the season , as he accrued 26 points and seven rebounds in the defeat .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Chris Paul supplied a team - high 27 points , while also dishing out a season - best 11 assists and notching six steals for a second consecutive contest .	0	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
However , they also managed an unbelievable 40 assists as a team , a mark that is 15 points over their average of 25 per game and an entire nine assists higher than the Warrior 's league - leading 31 per game .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
The veteran drained 13 of those tries on his way to a team - high 32 points .	0	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Both teams play on Wednesday , as the Jazz will host the Denver Nuggets ( 18 - 30 ) , while the Bulls will visit the Sacramento Kings ( 20 - 27 ) .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL DET-DATE ADJ-DATE NOUN-DATE PROPN-ORG PUNCT-.
The Jazz had a patch work starting five , with Derrick Favors missing the game for personal reasons and Trey Burke being replaced in the starting lineup for rookie Dante Exum .	0	1	0	1	X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE X-CARDINAL_COMPARISON PROPN-DATE NOUN-CARDINAL PUNCT-.
Oklahoma_City had appeared to put some of their recent sluggishness behind them by scoring consecutive victories over the Bucks and Clippers , after having lost six of the previous eight contests .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON DET-EVENT PROPN-EVENT NUM-EVENT NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL PUNCT-.
Not only did Conley 's 13 points leave him well short of his recent average , but Thursday was the first time since Jan. 25 that the point guard shot under 30 percent from the field and it was his worst shooting performance since Dec. 8 , when he hit just 3 - of - 16 shots from the field overall in a loss to the Jazz .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Enes Kanter also had a great game off the bench , tallying 21 points and eight rebounds on an efficient 7 - of - 8 shooting from the field and from the free - throw line .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
The Atlanta Hawks ( 10 - 6 ) defeated the Boston Celtics ( 4 - 11 ) 109 - 105 Tuesday at Philips_Arena in Atlanta .	1	1	0	0	PROPN-ORG X-CARDINAL_COMPARISON PUNCT-) PROPN-ORG PUNCT-.
Steph Curry was still spectacular though , as he tallied 28 points , seven rebounds and five assists in the loss .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Gasol added nine boards , four assists and a steal to his game - high scoring haul .	1	1	0	0	NUM-CARDINAL PROPN-PERSON ADV-CARDINAL NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-TIME NOUN-TIME PUNCT-.
James finished with 25 points on an efficient 10 - of - 14 shooting from the field to go along with 14 assists and eight rebounds as the Cavaliers walked out of the Target_Center with their second straight victory and their sixth win in their last seven games .	1	0	1	0	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE NUM-CARDINAL NUM-PERCENT NOUN-PERCENT PROPN-PERSON NUM-PERSON PUNCT-.
Allen Crabbe ( 12 points ) and Al-Farouq Aminu ( 10 points ) joined him in tallying double - digit points but went a combined 8 for 23 from the field .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL PROPN-ORG ADJ-ORDINAL PROPN-PERSON PUNCT-.
Sacramento ( 8 - 14 ) saw a team - high 28 points and 12 rebounds from All-Star center DeMarcus Cousins .	1	1	0	0	PROPN-ORG PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Big man Alex Len , meanwhile , had a 14 - point , 13 - rebound double - double to go along with five blocks .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Monday 's performance was yet another example , as while Thomas managed to score 25 points , he did so on 7 - of - 23 shooting from the field , which is the sixth time in the last nine games that Thomas has shot under 40 percent from the field .	1	0	1	0	DET-ORG PROPN-ORG NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Emmanuel Mudiay flirted with a triple - double in the victory , accumulating 10 points , eight rebounds and eight assists .	1	1	0	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
If that doesn ’ t make it hard enough , their 3 - 33 record does .	0	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Minnesota finally closed things out for the first time all year , as they finished the game on a 11 - 4 run to cap off their first win within four points .	0	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Jae Crowder continued to round back into form with 15 points , five rebounds and an assist .	1	1	0	0	PROPN-PERSON ADJ-ORDINAL PUNCT-.
Miles turned a couple good shooting performances off the bench into a move into the starting lineup Friday , but after just 13 minutes of action , Miles suffered a bruised knee and was removed from the game .	0	1	0	0	PROPN-GPE PROPN-PERSON PUNCT-.
Starting center Nikola Vucevic posted his second consecutive double - double , putting up 23 points and 12 rebounds in the Magic 's second loss in as many games .	1	0	1	0	PROPN-ORG PROPN-PERSON PROPN-ORG NUM-CARDINAL PROPN-ORG NUM-CARDINAL PUNCT-.
Temple was a bit more understated than in recent games , but still pitched in nine points , three assists , a rebound , two steals and a block .	1	0	1	0	PROPN-PERSON PUNCT-.
The five - game span started with the re - injuring of Anthony Davis ' shoulder , and he remains out without a firm timetable for his return .	0	0	1	0	PROPN-ORG PROPN-PERSON PROPN-ORG PROPN-PRODUCT PUNCT-.
The 24 - year - old tallied a game - high 25 points and added five rebounds , five assists and two steals , the fourth time in the last five games he 's scored 20 or more points .	1	1	1	0	PROPN-PERSON PUNCT-.
Despite one of Chris Paul ’ s worst shooting games as a professional — 3 - 18 , including 0 - 4 from three - point land — the Clippers held on and extended their winning streak to five games .	1	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PROPN-ORG X-CARDINAL_COMPARISON PROPN-ORG X-CARDINAL_COMPARISON PUNCT-.
There is no doubt Giannis Antetokounmpo is having an All-Star season with the numbers he has been producing , as Monday 's 22 - point , 11 - rebound performance was his eighth double - double of the season and brought his season averages to 22 points , 9 rebounds and 6 assists per game .	1	0	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
